ConvertedCompYearly,Country,LearnCode,DevType
29580.0,Turkey,Online forum and resources,Back-End Developer
112000.0,United States of America,Online forum and resources,Fullstack Developer
134894.0,Australia,Online forum and resources,Fullstack Developer
152526.0,United Kingdom of Great Britain and Northern Ireland,Books / Physical media,Fullstack Developer
226200.0,United Kingdom of Great Britain and Northern Ireland,School,Back-End Developer
,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
60396.0,Russian Federation,Online forum and resources,Back-End Developer
75000.0,United States of America,School,Fullstack Developer
45401.0,Germany,Online forum and resources,Developer_ desktop or enterprise applications
77556.0,United Kingdom of Great Britain and Northern Ireland,Coding Bootcamp,Front-End Developer
140000.0,United States of America,School,Fullstack Developer
180000.0,United States of America,Online forum and resources,Back-End Developer
83194.0,Canada,School,Front-End Developer
121979.0,Switzerland,Online forum and resources,Front-End Developer
28536.0,Portugal,Online forum and resources,Back-End Developer
,Syrian Arab Republic,Online forum and resources,Mobile Developer
233792.0,Switzerland,Online forum and resources,Back-End Developer
127800.0,New Zealand,Books / Physical media,Fullstack Developer
,Mexico,School,Engineer_ data
,Germany,Online forum and resources,Front-End Developer
89000.0,United States of America,Online Courses or Certification,Front-End Developer
21972.0,Mexico,School,Fullstack Developer
111720.0,United States of America,School,Front-End Developer
78848.0,United Kingdom of Great Britain and Northern Ireland,School,Developer_ desktop or enterprise applications
129718.0,France,"Colleague, friend or family",Developer_ desktop or enterprise applications
17508.0,Greece,Online forum and resources,Front-End Developer
,Spain,School,Back-End Developer
38915.0,Germany,Online forum and resources,Front-End Developer
310000.0,United States of America,School,Developer_ QA or test
,"Iran, Islamic Republic of...",Online forum and resources,Fullstack Developer
243221.0,Ireland,School,Developer_ desktop or enterprise applications
40356.0,Malaysia,Online forum and resources,Mobile Developer
129259.0,United Kingdom of Great Britain and Northern Ireland,"Colleague, friend or family",Front-End Developer
43625.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
224823.0,Japan,Online forum and resources,Fullstack Developer
,Ireland,School,Front-End Developer
18372.0,Portugal,Online forum and resources,Front-End Developer
80172.0,Australia,School,Mobile Developer
27564.0,Georgia,Online forum and resources,Fullstack Developer
59454.0,France,Online forum and resources,Fullstack Developer
64859.0,Germany,Books / Physical media,Front-End Developer
22056.0,Portugal,Coding Bootcamp,Front-End Developer
445000.0,United States of America,Online forum and resources,Fullstack Developer
,United States of America,School,Data Scientist
126000.0,United States of America,School,DevOps specialist
90000.0,Lithuania,School,Fullstack Developer
108578.0,United Kingdom of Great Britain and Northern Ireland,School,Developer_ embedded applications or devices
,Canada,Online forum and resources,Front-End Developer
80141.0,United Kingdom of Great Britain and Northern Ireland,Online Courses or Certification,Engineer_ data
,France,Online forum and resources,Engineer_ data
77556.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
,Poland,Books / Physical media,Academic researcher
113000.0,United States of America,Coding Bootcamp,Front-End Developer
64630.0,United Kingdom of Great Britain and Northern Ireland,Coding Bootcamp,Fullstack Developer
70264.0,Germany,School,Front-End Developer
249000.0,United States of America,Books / Physical media,Developer_ desktop or enterprise applications
130111.0,Switzerland,Online forum and resources,Developer_ desktop or enterprise applications
66156.0,Belgium,Books / Physical media,Back-End Developer
56103.0,Spain,School,Fullstack Developer
59916.0,Germany,School,Academic researcher
34904.0,India,Online forum and resources,Fullstack Developer
55313.0,United Kingdom of Great Britain and Northern Ireland,School,Engineer_ data
135123.0,Belgium,Online forum and resources,Fullstack Developer
106731.0,Switzerland,Online forum and resources,Back-End Developer
,Germany,Other,Mobile Developer
,United Kingdom of Great Britain and Northern Ireland,School,Engineering manager
,United States of America,Online forum and resources,DevOps specialist
37834.0,Germany,Online forum and resources,Academic researcher
43948.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Developer_ desktop or enterprise applications
,United Kingdom of Great Britain and Northern Ireland,Other,Fullstack Developer
140000.0,United States of America,Online forum and resources,Developer_ QA or test
1182000.0,United States of America,Online forum and resources,Developer_ desktop or enterprise applications
129718.0,Germany,Books / Physical media,Fullstack Developer
73644.0,Sweden,"Colleague, friend or family",Mobile Developer
48644.0,Germany,Online forum and resources,Front-End Developer
85397.0,Germany,Online forum and resources,Back-End Developer
155664.0,Germany,School,Engineer_ data
,Sweden,Online Courses or Certification,Database administrator
,France,"Colleague, friend or family",Front-End Developer
908028.0,Germany,Online forum and resources,Mobile Developer
,Germany,Online forum and resources,Front-End Developer
118908.0,Ireland,Online forum and resources,Fullstack Developer
32424.0,Spain,Online forum and resources,Mobile Developer
29832.0,Italy,Online forum and resources,Fullstack Developer
54049.0,France,Books / Physical media,Academic researcher
,United States of America,Online forum and resources,Data Analyst
51888.0,Belgium,School,Front-End Developer
56874.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Developer_ game or graphics
116748.0,Germany,Books / Physical media,Data Scientist
155111.0,United Kingdom of Great Britain and Northern Ireland,Books / Physical media,Data Scientist
29196.0,Argentina,Coding Bootcamp,Developer_ QA or test
1008228.0,United Kingdom of Great Britain and Northern Ireland,School,Back-End Developer
,Brazil,Other,Back-End Developer
59454.0,Italy,School,Developer_ desktop or enterprise applications
50000.0,United States of America,Online forum and resources,Academic researcher
203325.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Back-End Developer
,Canada,Online forum and resources,Back-End Developer
32873.0,Kazakhstan,Coding Bootcamp,Fullstack Developer
1440000.0,United States of America,Coding Bootcamp,Academic researcher
,United States of America,Online forum and resources,Data Scientist
46536.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Fullstack Developer
86478.0,Germany,Books / Physical media,Front-End Developer
71000.0,United States of America,Online forum and resources,Back-End Developer
,United States of America,Online forum and resources,Developer_ desktop or enterprise applications
90482.0,United Kingdom of Great Britain and Northern Ireland,School,Data Scientist
,United States of America,Coding Bootcamp,Mobile Developer
,Israel,School,Developer_ embedded applications or devices
70000.0,United States of America,Online forum and resources,Fullstack Developer
258519.0,United Kingdom of Great Britain and Northern Ireland,"Colleague, friend or family",Data Scientist
84180.0,Australia,Coding Bootcamp,Fullstack Developer
,Australia,Online forum and resources,Mobile Developer
73491.0,Australia,Online forum and resources,Developer_ desktop or enterprise applications
103408.0,United Kingdom of Great Britain and Northern Ireland,School,Developer_ embedded applications or devices
54289.0,United Kingdom of Great Britain and Northern Ireland,Online forum and resources,Developer_ desktop or enterprise applications
,Canada,Online forum and resources,Senior Executive (C-Suite_ VP_ etc.)
100000.0,United States of America,Books / Physical media,Fullstack Developer
,Ghana,Online forum and resources,Data Scientist
105000.0,United States of America,Online forum and resources,Fullstack Developer
,Ukraine,Online forum and resources,Back-End Developer
,United States of America,Online forum and resources,Developer_ desktop or enterprise applications
109871.0,United Kingdom of Great Britain and Northern Ireland,School,Developer_ game or graphics
,Poland,Coding Bootcamp,Front-End Developer
90000.0,United States of America,Coding Bootcamp,Front-End Developer
19740.0,Poland,Online forum and resources,Front-End Developer
,"Iran, Islamic Republic of...",Online forum and resources,Fullstack Developer
,United States of America,Coding Bootcamp,Fullstack Developer
11028.0,Paraguay,Online forum and resources,Front-End Developer
63890.0,New Zealand,Online forum and resources,Mobile Developer
400000.0,United States of America,Online forum and resources,Engineer_ data
,India,Online forum and resources,Fullstack Developer
,Republic of Korea,Online forum and resources,Fullstack Developer
200000.0,United States of America,Other,Back-End Developer
7800.0,Bangladesh,Online forum and resources,Fullstack Developer
66177.0,Canada,Online forum and resources,Fullstack Developer
129720.0,Germany,"Colleague, friend or family",Mobile Developer
550000.0,United States of America,School,Engineer_ data
172803.0,Switzerland,Online forum and resources,Developer_ desktop or enterprise applications
80172.0,Australia,Online forum and resources,Academic researcher
,Australia,Books / Physical media,Developer_ desktop or enterprise applications
833784.0,Australia,Online forum and resources,Front-End Developer
,Germany,Online forum and resources,Fullstack Developer
70044.0,Germany,Coding Bootcamp,Fullstack Developer
110000.0,United States of America,Online forum and resources,Front-End Developer
51888.0,Germany,School,Front-End Developer
,United States of America,Online forum and resources,Front-End Developer
73507.0,Germany,School,Senior Executive (C-Suite_ VP_ etc.)
,United States of America,Online forum and resources,System administrator
69723.0,Belgium,Coding Bootcamp,Data Scientist
19512.0,Croatia,Online forum and resources,Front-End Developer
94539.0,Canada,Books / Physical media,Fullstack Developer
